lean,asymmetry,right_angle,left_angle,force_right,force_left,force_diff,label,angle_diff
8.98,4.55,142.74,147.29,1,1,1,Standing,-0.10700000000002774
9.29,3.01,142.19,145.2,1,1,1,Descending,-0.21999999999997044
9.39,6.19,136.89,143.09,1,1,1,Descending,-0.2779999999999916
9.38,2.68,139.8,142.48,1,1,1,Descending,-0.25
9.22,5.2,140.21,145.41,1,1,1,Descending,-0.2220000000000084
8.9,2.25,142.64,144.89,1,1,1,Ascending,0.893999999999977
8.8,0.23,142.47,142.7,1,1,1,Ascending,0.41500000000002046
8.69,1.22,145.07,143.85,1,1,1,Descending,-0.30299999999999727
8.31,6.71,146.57,139.86,1,1,1,Too_Shallow,0.09200000000001296
8.06,9.77,146.18,136.41,1,1,1,Ascending,0.19599999999999795
7.69,12.81,150.63,137.82,1,1,1,Descending,-0.7810000000000059
7.22,11.93,149.53,137.6,1,1,1,Ascending,0.5190000000000055
7.34,11.6,146.35,134.76,1,1,1,Ascending,1.7779999999999916
7.16,10.58,151.1,140.52,1,1,1,Standing,1.9080000000000155
7.44,14.54,157.45,142.92,1,1,1,Standing,1.1699999999999875
7.45,12.19,159.86,147.67,1,1,1,Standing,1.7460000000000093
7.59,1.5,150.17,148.66,1,1,1,Standing,0.5360000000000014
7.76,0.41,149.49,149.08,1,1,1,Standing,-0.42900000000000205
7.85,1.42,147.78,149.2,1,1,1,Standing,-0.828000000000003
7.8,1.93,147.08,149.0,1,1,1,Standing,-0.04699999999996862
7.91,0.55,149.35,149.9,1,1,1,Standing,-0.8170000000000357
7.88,1.5,148.43,149.93,1,1,1,Standing,-0.5279999999999916
7.84,2.28,146.34,144.06,1,1,1,Standing,-0.47500000000002274
7.68,0.7,146.2,145.5,1,1,1,Standing,-0.35499999999998977
7.79,0.06,145.63,145.7,1,1,1,Standing,-0.016999999999995907
7.54,2.19,148.94,146.76,1,1,1,Standing,0.06800000000001205
7.55,1.05,149.62,148.57,1,1,1,Standing,-0.10699999999999932
7.56,5.46,148.27,142.81,1,1,1,Standing,0.23099999999999454
7.52,5.13,147.88,142.75,1,1,1,Standing,-0.11400000000000432
7.43,4.25,148.94,144.7,1,1,1,Standing,-0.39699999999999136
7.38,4.56,149.56,145.0,1,1,1,Standing,1.042999999999978
7.21,4.96,149.59,144.63,1,1,1,Standing,1.2670000000000243
7.12,3.0,152.25,149.26,1,1,1,Standing,0.9729999999999848
7.16,1.38,152.34,150.96,1,1,1,Standing,0.8230000000000075
7.36,1.85,152.61,150.76,1,1,1,Standing,0.8689999999999714
7.36,0.01,151.39,151.4,1,1,1,Standing,0.2400000000000091
7.51,2.47,152.69,150.22,1,1,1,Standing,0.3499999999999943
7.62,5.93,154.92,148.99,1,1,1,Standing,-0.3629999999999711
7.71,7.88,157.34,149.46,1,1,1,Standing,-0.742999999999995
7.74,12.72,156.23,143.51,1,1,1,Standing,-0.8710000000000093
7.85,12.88,154.12,141.24,1,1,1,Standing,-0.6800000000000068
7.89,11.98,153.09,141.11,1,1,1,Standing,-0.055999999999983174
7.95,9.28,153.2,143.91,1,1,1,Standing,0.592000000000013
8.09,2.74,154.49,151.75,1,1,1,Standing,1.4029999999999916
8.1,2.5,154.08,151.58,1,1,1,Standing,1.5919999999999845
8.09,1.21,155.3,154.09,1,1,1,Standing,0.9019999999999868
8.15,1.24,154.44,155.68,1,1,1,Standing,-2.197999999999979
8.19,2.17,154.15,151.98,1,1,1,Standing,-0.7849999999999966
7.96,3.16,140.55,143.71,1,1,1,Descending,-0.9620000000000175
7.7,0.57,149.19,148.62,1,1,1,Standing,-1.3930000000000007
7.75,1.89,150.83,148.94,1,1,1,Standing,-1.475999999999999
7.82,1.65,148.92,147.27,1,1,1,Standing,1.0589999999999975
7.61,4.87,148.12,143.25,1,1,1,Standing,-0.5409999999999968
7.72,8.71,151.78,143.07,1,1,1,Standing,-0.4350000000000023
7.86,7.84,150.12,142.28,1,1,1,Standing,0.5500000000000114
7.98,4.96,150.19,145.23,1,1,1,Standing,1.3460000000000036
8.2,3.84,152.77,148.92,1,1,1,Standing,0.754999999999967
8.34,2.21,153.52,151.31,1,1,1,Standing,1.1129999999999995
8.45,3.08,152.74,149.66,1,1,1,Standing,0.18299999999999272
8.36,1.67,152.6,150.93,1,1,1,Standing,-1.5139999999999816
8.12,1.34,149.3,147.95,1,1,1,Standing,-2.234999999999985
8.07,2.58,141.99,144.56,1,1,1,Descending,-1.2230000000000132
7.92,6.67,144.58,137.9,1,1,1,Descending,-1.25
7.76,11.35,150.76,139.41,1,1,1,Standing,-1.0759999999999934
7.74,14.02,152.53,138.5,1,1,1,Standing,-3.8719999999999857
7.77,22.29,154.39,132.1,1,1,1,Uneven_Weight,-4.887000000000029
7.83,24.89,136.36,111.47,1,1,1,Uneven_Weight,-6.304999999999978
7.88,11.24,122.42,111.19,1,1,1,Descending,-7.228999999999985
7.32,10.39,118.76,108.36,1,1,1,Descending,-7.436000000000007
7.09,13.43,116.09,102.65,1,1,1,Ascending,1.9449999999999932
7.23,18.83,115.48,96.65,1,1,1,Uneven_Weight,5.783999999999992
7.44,7.82,129.73,137.55,1,1,1,Ascending,5.906000000000006
7.59,5.55,142.95,148.5,1,1,1,Standing,6.664999999999992
7.58,8.29,147.24,138.94,1,1,1,Ascending,7.561000000000007
7.73,7.9,146.65,138.74,1,1,1,Ascending,2.734000000000009
7.86,4.48,146.11,141.63,1,1,1,Descending,-0.23200000000002774
7.91,5.44,150.03,144.59,1,1,1,Standing,-0.055999999999983174
7.86,5.12,147.12,142.01,1,1,1,Descending,-3.9209999999999923
7.85,9.56,147.59,138.03,1,1,1,Descending,-2.86099999999999
7.86,33.04,139.61,106.57,1,1,1,Uneven_Weight,-2.4850000000000136
7.86,23.51,141.32,117.81,1,1,1,Uneven_Weight,-0.30700000000001637
7.84,13.88,141.83,127.94,1,1,1,Descending,-0.3990000000000009
7.97,3.84,144.95,141.11,1,1,1,Descending,-2.766999999999996
8.06,6.22,143.92,137.71,1,1,1,Descending,-4.389999999999986
8.04,29.63,124.07,94.44,1,1,1,Uneven_Weight,-5.0379999999999825
8.25,26.82,121.03,94.2,1,1,1,Uneven_Weight,-7.853000000000023
8.37,31.03,125.21,94.18,1,1,1,Uneven_Weight,-5.785999999999987
8.36,42.25,124.89,82.64,1,1,1,Uneven_Weight,0.9879999999999853
8.49,34.33,129.05,94.72,1,1,1,Uneven_Weight,3.9850000000000136
8.38,30.45,129.42,98.97,1,1,1,Uneven_Weight,4.977999999999994
8.24,17.9,136.49,118.59,1,1,1,Uneven_Weight,7.048000000000002
8.11,17.87,143.52,125.65,1,1,1,Uneven_Weight,0.1769999999999925
7.93,5.44,136.28,141.73,1,1,1,Ascending,4.981999999999999
7.6,17.92,103.81,121.73,1,1,1,Uneven_Weight,2.433000000000021
7.31,51.41,113.4,164.81,1,1,1,Uneven_Weight,1.5979999999999848
7.16,45.03,117.19,162.22,1,1,1,Uneven_Weight,3.47199999999998
7.09,28.21,128.47,156.68,1,1,1,Uneven_Weight,8.603000000000037
6.99,11.01,150.86,161.87,1,1,1,Standing,3.7789999999999964
7.45,12.13,149.72,161.85,1,1,1,Standing,3.3439999999999657
7.54,4.59,155.7,160.3,1,1,1,Standing,2.2760000000000105
7.39,3.57,154.64,158.21,1,1,1,Standing,-0.5730000000000075
7.47,7.04,150.43,157.48,1,1,1,Standing,-0.8710000000000093
7.31,5.92,150.54,156.46,1,1,1,Standing,-1.636999999999972
7.22,7.36,147.75,155.11,1,1,1,Standing,-1.3590000000000089
7.36,6.23,146.7,152.93,1,1,1,Standing,-1.0699999999999932
7.46,6.0,146.63,152.63,1,1,1,Standing,-0.8009999999999877
7.49,7.19,145.01,152.2,1,1,1,Standing,-0.5410000000000252
7.6,5.86,146.56,152.43,1,1,1,Standing,0.31399999999999295
7.69,7.29,145.08,152.37,1,1,1,Standing,0.4790000000000134
7.59,0.43,151.6,151.17,1,1,1,Standing,0.7410000000000139
7.55,0.78,152.41,151.64,1,1,1,Standing,1.086999999999989
7.65,3.33,153.98,150.64,1,1,1,Standing,0.34499999999999886
7.6,4.5,157.18,152.68,1,1,1,Standing,0.23499999999998522
7.66,9.74,155.32,145.58,1,1,1,Standing,-2.9509999999999934
8.27,9.12,157.12,148.0,1,1,1,Standing,-5.824999999999989
8.41,30.91,152.72,121.82,1,1,1,Uneven_Weight,-6.265000000000015
8.79,47.85,147.11,99.26,1,1,1,Uneven_Weight,-4.951999999999998
9.01,29.13,138.17,109.04,1,1,1,Uneven_Weight,-9.59099999999998
8.95,32.84,142.11,109.27,1,1,1,Uneven_Weight,-7.193000000000012
8.95,46.74,127.98,81.23,1,1,1,Uneven_Weight,-0.0730000000000075
8.75,45.9,124.25,78.36,1,1,1,Uneven_Weight,-3.867999999999995
8.82,12.56,129.1,116.54,1,1,1,Descending,-3.86399999999999
8.79,30.79,119.66,88.87,1,1,1,Uneven_Weight,3.4809999999999945
8.9,38.41,125.58,87.16,1,1,1,Uneven_Weight,2.8139999999999787
8.79,11.12,127.57,116.45,1,1,1,Descending,-2.654999999999987
8.74,26.71,128.73,102.02,1,1,1,Uneven_Weight,3.6750000000000256
8.69,32.19,125.64,93.45,1,1,1,Uneven_Weight,0.4689999999999799
8.68,19.9,132.59,112.69,1,1,1,Uneven_Weight,-2.86399999999999
8.68,30.12,123.77,93.66,1,1,1,Uneven_Weight,-1.8769999999999953
8.67,45.02,130.2,85.18,1,1,1,Uneven_Weight,-2.133000000000024
8.84,33.5,122.74,89.24,1,1,1,Uneven_Weight,-3.147999999999996
9.13,24.24,111.0,86.76,1,1,1,Uneven_Weight,2.5870000000000175
8.98,15.86,114.83,98.97,1,1,1,Uneven_Weight,6.054999999999993
8.81,1.94,120.68,122.62,1,1,1,Ascending,7.328000000000017
8.49,8.39,133.77,142.16,1,1,1,Ascending,7.9269999999999925
8.23,4.93,140.16,145.1,1,1,1,Ascending,6.027000000000015
7.82,18.59,129.22,147.81,1,1,1,Uneven_Weight,3.3989999999999725
7.36,0.95,136.56,137.51,1,1,1,Ascending,1.707000000000022
7.2,2.07,137.61,139.68,1,1,1,Ascending,1.5899999999999466
7.0,2.02,147.51,145.49,1,1,1,Standing,2.2130000000000507
6.93,1.66,149.75,151.41,1,1,1,Standing,3.2069999999999936
6.99,2.85,148.15,151.01,1,1,1,Standing,3.1829999999999927
7.2,3.09,151.52,154.62,1,1,1,Standing,1.5999999999999943
7.79,3.18,152.97,156.15,1,1,1,Standing,0.2470000000000141
8.43,1.34,155.17,153.83,1,1,1,Standing,1.0219999999999914
8.52,1.51,152.57,151.06,1,1,1,Standing,-0.05299999999996885
8.02,1.72,153.83,155.55,1,1,1,Standing,0.2639999999999816
7.89,0.72,153.16,152.45,1,1,1,Standing,0.7519999999999811
8.19,3.88,153.94,157.82,1,1,1,Standing,1.2269999999999754
9.39,3.6,156.46,160.06,1,1,1,Standing,-0.2419999999999618
9.37,2.59,156.66,159.24,1,1,1,Standing,-0.5010000000000332
9.6,0.74,153.85,153.11,1,1,1,Standing,-1.2779999999999632
9.5,2.68,151.64,148.96,1,1,1,Standing,-2.3799999999999955
9.94,3.38,151.18,147.8,1,1,1,Standing,-1.6359999999999957
9.88,4.64,148.68,144.04,1,1,1,Standing,-0.39100000000001955
9.3,0.8,150.17,149.37,1,1,1,Standing,-0.06800000000001205
9.44,0.49,151.77,151.28,0,1,0,Force_Imbalance,-0.4759999999999991
8.95,0.68,150.3,149.62,0,1,0,Force_Imbalance,0.24200000000001864
8.98,2.0,148.11,146.11,0,1,0,Force_Imbalance,-0.2190000000000225
8.98,3.3,149.22,145.92,0,1,0,Force_Imbalance,-5.2309999999999945
8.78,3.36,150.36,146.99,0,1,0,Force_Imbalance,-3.4429999999999836
8.46,24.45,137.6,113.14,0,1,0,Force_Imbalance,-6.936999999999983
8.85,17.24,141.37,124.12,0,1,0,Force_Imbalance,-7.688000000000017
9.74,9.31,117.08,107.77,0,1,0,Force_Imbalance,-6.184000000000026
10.26,8.41,113.34,104.92,0,1,0,Force_Imbalance,-1.8119999999999834
11.12,4.49,115.51,120.0,0,1,0,Force_Imbalance,-5.856999999999999
11.59,6.68,119.65,112.97,0,1,0,Force_Imbalance,-0.6219999999999999
12.2,4.54,105.73,101.19,0,1,0,Force_Imbalance,7.617999999999981
12.01,16.87,117.75,100.88,0,1,0,Force_Imbalance,1.6790000000000305
11.53,2.72,148.58,145.86,0,1,0,Force_Imbalance,4.349999999999994
11.2,16.96,134.63,117.67,0,1,0,Force_Imbalance,6.4739999999999895
10.9,11.5,143.81,132.31,0,1,0,Force_Imbalance,5.2190000000000225
11.32,9.46,140.56,131.1,0,1,0,Force_Imbalance,-2.964000000000027
11.14,0.16,135.33,135.49,0,1,0,Force_Imbalance,2.8360000000000127
10.86,2.62,133.71,131.09,0,1,0,Force_Imbalance,-0.54200000000003
10.67,4.82,137.92,142.74,0,1,0,Force_Imbalance,-0.01599999999996271
10.58,10.34,130.18,140.52,0,1,0,Force_Imbalance,1.5739999999999839
10.4,1.88,134.81,136.69,0,1,0,Force_Imbalance,2.443000000000012
10.29,7.04,146.8,139.76,0,1,0,Force_Imbalance,-0.10300000000000864
10.09,1.26,143.98,145.25,0,1,0,Force_Imbalance,0.75
10.07,2.63,138.5,141.13,0,1,0,Force_Imbalance,1.7659999999999627
9.8,2.76,137.72,140.48,1,1,1,Ascending,0.4560000000000173
9.26,7.48,148.32,140.84,1,1,1,Ascending,1.0819999999999936
8.75,7.61,149.36,141.76,1,1,1,Standing,2.718000000000046
8.52,7.39,153.72,146.33,1,1,1,Standing,2.9229999999999734
8.41,4.09,155.45,151.36,1,1,1,Standing,2.1640000000000157
8.04,0.1,153.77,153.66,1,1,1,Standing,1.693000000000012
8.61,1.88,156.34,154.46,1,1,1,Standing,0.9950000000000045
8.87,2.26,155.15,152.9,1,1,1,Standing,0.2039999999999793
9.04,1.2,154.4,155.6,1,1,1,Standing,-0.5019999999999811
9.33,0.83,154.01,154.84,1,1,1,Standing,-0.7550000000000239
9.34,2.75,152.58,149.83,1,1,1,Standing,-0.4310000000000116
9.13,1.0,152.13,151.12,1,1,1,Standing,-0.4779999999999802
9.02,0.67,151.54,152.2,1,1,1,Standing,-0.45400000000000773
8.84,1.39,151.92,153.3,1,1,1,Standing,0.2079999999999984
8.78,1.63,151.34,152.97,1,1,1,Standing,0.44700000000000273
8.73,0.45,152.47,152.02,1,1,1,Standing,0.853999999999985
8.87,1.82,152.95,154.77,1,1,1,Standing,1.1240000000000236
8.99,1.76,155.26,157.02,1,1,1,Standing,0.6899999999999977
8.99,0.9,157.78,158.68,1,1,1,Standing,0.11000000000001364
8.97,2.04,154.59,156.62,1,1,1,Standing,0.5509999999999877
8.76,1.87,151.86,153.73,1,1,1,Standing,1.0030000000000143
8.76,3.77,154.73,158.5,1,1,1,Standing,0.10999999999998522
8.8,3.22,159.55,162.76,1,1,1,Standing,1.0880000000000223
8.88,3.94,156.81,160.75,1,1,1,Standing,-0.3620000000000232
8.82,2.54,159.77,162.32,1,1,1,Standing,-4.006000000000029
8.54,4.22,148.87,153.1,1,1,1,Standing,-4.21599999999998
8.53,0.4,136.38,136.79,1,1,1,Descending,-3.35299999999998
8.79,4.51,142.33,137.82,1,1,1,Descending,-4.146000000000043
9.19,3.73,140.15,143.88,1,1,1,Descending,-2.58899999999997
9.2,16.97,131.83,148.8,1,1,1,Uneven_Weight,-1.9750000000000227
9.6,8.08,134.0,142.08,1,1,1,Descending,-4.266999999999996
10.09,4.9,124.26,129.16,1,1,1,Ascending,2.4820000000000277
10.58,1.19,118.15,119.33,1,1,1,Ascending,1.4590000000000032
10.51,9.91,149.47,159.38,1,1,1,Standing,4.775999999999982
10.48,3.62,145.8,149.42,1,1,1,Standing,2.818000000000012
10.56,1.88,162.86,160.98,1,1,1,Standing,4.052000000000021
10.19,14.44,148.02,133.58,1,1,1,Descending,-3.102000000000004
9.92,4.26,141.13,136.87,1,1,1,Descending,-0.5570000000000164
9.85,2.09,139.96,137.87,1,1,1,Descending,-1.6670000000000016
9.55,0.05,144.85,144.8,1,1,1,Ascending,2.8189999999999884
9.67,7.92,149.62,157.55,1,1,1,Standing,3.7960000000000207
9.66,8.13,150.83,158.96,1,1,1,Standing,2.8959999999999866
9.81,8.9,153.53,162.43,1,1,1,Standing,0.24399999999999977
9.61,5.51,150.64,156.15,1,1,1,Standing,-0.8910000000000196
8.76,0.99,145.55,146.54,1,1,1,Standing,0.1950000000000216
7.82,1.52,149.89,148.37,1,1,1,Standing,-0.31100000000000705
7.69,4.52,153.61,158.13,1,1,1,Standing,0.34300000000001774
7.56,6.66,153.09,159.76,1,1,1,Standing,2.1229999999999905
7.4,4.21,153.01,157.21,1,1,1,Standing,1.641999999999996
7.42,5.47,153.92,159.4,1,1,1,Standing,0.04100000000002524
7.58,2.93,155.87,158.81,1,1,1,Standing,0.1869999999999834
8.17,3.56,154.29,157.86,1,1,1,Standing,0.5310000000000059
8.5,3.32,155.7,159.02,1,1,1,Standing,0.20499999999998408
8.59,4.57,155.48,160.05,1,1,1,Standing,0.06999999999999318
8.61,4.65,155.36,160.01,1,1,1,Standing,0.5039999999999907
8.61,2.37,156.5,158.88,1,1,1,Standing,0.6129999999999995
8.71,2.48,157.35,159.84,1,1,1,Standing,0.9139999999999873
8.5,4.67,158.09,162.76,1,1,1,Standing,0.5380000000000109
8.49,6.67,159.0,165.67,1,1,1,Standing,0.6810000000000116
8.26,5.54,157.61,163.14,1,1,1,Standing,-1.6090000000000089
7.87,3.25,159.47,162.72,1,1,1,Standing,-1.9059999999999775
7.86,4.79,148.16,152.94,1,1,1,Standing,-2.0260000000000105
8.2,3.08,149.36,152.43,1,1,1,Standing,-2.5490000000000066
8.28,4.65,149.88,154.53,1,1,1,Standing,-2.6329999999999814
8.34,21.44,136.91,158.35,1,1,1,Uneven_Weight,-0.9939999999999998
8.15,21.22,137.32,158.54,1,1,1,Uneven_Weight,-1.0750000000000455
8.16,22.09,134.54,156.62,1,1,1,Uneven_Weight,-1.08299999999997
8.44,24.98,133.03,158.01,1,1,1,Uneven_Weight,-0.3789999999999907
8.26,23.52,135.03,158.55,1,1,1,Uneven_Weight,-3.413000000000011
8.43,17.94,136.76,154.71,1,1,1,Uneven_Weight,-1.6879999999999882
8.49,6.92,127.4,134.33,1,1,1,Descending,-1.3449999999999989
8.49,7.55,133.36,140.92,1,1,1,Descending,-3.1850000000000023
8.45,10.97,133.31,144.28,1,1,1,Descending,-2.1899999999999977
8.41,6.66,127.53,134.2,1,1,1,Ascending,1.1740000000000066
8.42,12.41,128.58,140.99,1,1,1,Ascending,0.15699999999998226
8.42,13.17,130.15,143.32,1,1,1,Ascending,1.2290000000000134
8.4,10.35,132.75,143.1,1,1,1,Ascending,0.11199999999999477
8.4,16.87,136.51,153.37,1,1,1,Uneven_Weight,-0.117999999999995
8.37,4.05,129.4,133.45,1,1,1,Ascending,1.9050000000000011
8.38,5.51,131.44,136.95,1,1,1,Ascending,2.086999999999989
8.37,18.36,137.08,155.44,1,1,1,Uneven_Weight,1.9629999999999939
8.42,18.9,138.91,157.81,1,1,1,Uneven_Weight,4.746000000000009
8.55,12.17,148.67,160.84,1,1,1,Standing,4.836999999999989
8.81,6.37,151.97,158.34,1,1,1,Standing,3.233000000000004
8.45,1.38,157.69,159.07,1,1,1,Standing,1.9429999999999836
7.64,0.15,162.35,162.5,1,1,1,Standing,0.6800000000000068
7.67,1.07,157.54,158.61,1,1,1,Standing,0.7820000000000107
7.71,2.38,156.97,159.34,1,1,1,Standing,-0.23600000000001842
7.59,5.64,156.24,161.89,1,1,1,Standing,-0.7390000000000043
7.37,6.47,153.96,160.44,1,1,1,Standing,0.41500000000002046
7.47,5.21,156.13,161.33,1,1,1,Standing,0.5370000000000061
7.59,5.16,157.57,162.73,1,1,1,Standing,0.1729999999999734
7.64,4.62,158.53,163.15,1,1,1,Standing,0.5360000000000298
7.74,4.64,157.61,162.25,1,1,1,Standing,0.21699999999998454
7.81,4.06,157.85,161.91,1,1,1,Standing,-0.2189999999999941
7.82,4.03,157.8,161.83,1,1,1,Standing,-0.4159999999999968
7.84,5.2,156.45,161.66,1,1,1,Standing,-0.2440000000000282
7.91,4.44,156.54,160.98,1,1,1,Standing,-0.2680000000000007
7.89,4.22,156.6,160.82,1,1,1,Standing,-0.1799999999999784
7.8,4.48,156.3,160.78,1,1,1,Standing,0.44599999999999795
7.43,4.29,156.77,161.06,1,1,1,Standing,0.9990000000000236
7.44,2.93,159.82,162.75,1,1,1,Standing,0.8979999999999961
7.76,6.67,160.42,167.09,1,1,1,Standing,0.40699999999998226
7.78,7.2,159.6,166.8,1,1,1,Standing,-0.9089999999999918
7.6,7.81,156.67,164.48,1,1,1,Standing,-2.2369999999999948
7.77,10.84,148.95,159.79,1,1,1,Standing,-5.932999999999993
7.78,12.64,143.78,156.42,1,1,1,Standing,-7.4220000000000255
7.88,9.06,138.62,129.56,1,1,1,Descending,-9.775999999999982
7.89,4.04,124.07,128.11,1,1,1,Descending,-11.450999999999993
7.81,0.45,111.92,111.47,1,1,1,Descending,-8.018000000000015
7.82,5.81,100.02,94.21,1,1,1,Descending,-3.332000000000008
7.79,5.82,112.92,107.1,1,1,1,Descending,-2.9949999999999903
7.83,0.18,117.34,117.52,1,1,1,Ascending,0.8539999999999992
7.98,0.21,111.01,111.22,1,1,1,Ascending,7.665000000000006
7.97,5.25,113.34,118.59,1,1,1,Ascending,5.6429999999999865
8.04,4.1,137.49,133.39,1,1,1,Ascending,4.485000000000014
8.11,1.79,139.12,137.33,1,1,1,Ascending,5.0989999999999895
8.16,2.29,138.71,141.0,1,1,1,Ascending,4.123999999999995
8.17,1.78,135.72,137.5,1,1,1,Ascending,1.0900000000000034
8.19,2.47,135.35,137.82,1,1,1,Ascending,1.038000000000011
8.17,1.6,141.69,140.09,1,1,1,Ascending,1.5519999999999925
8.15,0.59,143.71,143.12,1,1,1,Ascending,2.084000000000003
8.16,2.14,146.54,148.69,1,1,1,Standing,3.981000000000023
8.06,8.38,142.84,151.22,1,1,1,Standing,3.2129999999999654
7.87,1.23,157.11,155.87,1,1,1,Standing,3.0310000000000343
7.53,0.8,156.55,157.36,1,1,1,Standing,2.0239999999999725
7.39,2.66,157.24,159.9,1,1,1,Standing,2.1210000000000093
7.46,3.19,156.14,159.33,1,1,1,Standing,0.6050000000000182
7.31,4.57,155.35,159.92,1,1,1,Standing,0.2839999999999634
7.34,4.65,157.19,161.84,1,1,1,Standing,0.15300000000002
7.34,6.25,155.25,161.5,1,1,1,Standing,0.17799999999996885
7.4,3.87,157.4,161.27,1,1,1,Standing,0.5100000000000193
7.35,3.33,156.96,160.29,1,1,1,Standing,0.06400000000002137
7.32,0.91,159.73,160.64,1,1,1,Standing,-0.10100000000002751
7.42,0.43,159.62,160.05,1,1,1,Standing,-0.6309999999999718
7.07,0.46,158.1,157.64,1,1,1,Standing,-0.396000000000015
7.27,0.56,155.9,156.46,1,1,1,Standing,-0.8950000000000102
7.24,0.21,156.75,156.54,1,1,1,Standing,-1.0649999999999977
7.14,3.24,154.09,157.33,1,1,1,Standing,-0.8839999999999861
7.45,4.4,152.31,156.71,1,1,1,Standing,-0.5190000000000055
7.18,6.92,149.99,156.91,1,1,1,Standing,-0.7309999999999945
7.17,7.57,149.8,157.37,1,1,1,Standing,-0.7190000000000225
7.08,6.54,149.72,156.26,1,1,1,Standing,-1.2139999999999986
6.99,4.39,149.92,154.31,1,1,1,Standing,-0.5069999999999766
7.01,3.07,146.9,149.98,1,1,1,Standing,-1.6380000000000052
6.99,5.13,148.35,153.48,1,1,1,Standing,-1.3870000000000005
7.13,8.18,141.3,149.49,1,1,1,Standing,-1.6280000000000143
7.39,3.85,144.13,147.98,1,1,1,Standing,-0.650999999999982
7.72,8.61,139.67,148.28,1,1,1,Descending,-0.960000000000008
7.89,11.37,139.5,150.87,1,1,1,Standing,0.5450000000000159
8.2,9.41,141.41,150.82,1,1,1,Standing,0.5989999999999611
8.45,12.76,141.74,154.5,1,1,1,Standing,1.0570000000000164
8.48,14.59,141.75,156.35,1,1,1,Standing,1.0629999999999882
8.58,15.12,141.7,156.82,1,1,1,Uneven_Weight,-0.2699999999999818
8.68,19.74,140.63,160.37,1,1,1,Uneven_Weight,-1.7390000000000043
8.86,28.33,130.6,158.93,1,1,1,Uneven_Weight,-2.2220000000000084
8.89,20.99,128.93,149.92,1,1,1,Uneven_Weight,-1.8799999999999955
8.87,21.16,127.36,148.52,1,1,1,Uneven_Weight,-1.945999999999998
8.82,20.52,129.6,150.12,1,1,1,Uneven_Weight,-0.9259999999999593
8.81,20.18,130.68,150.86,1,1,1,Uneven_Weight,0.4339999999999691
8.73,22.58,128.85,151.42,1,1,1,Uneven_Weight,0.9339999999999975
8.77,24.79,129.2,153.99,1,1,1,Uneven_Weight,0.5300000000000011
8.77,23.57,130.82,154.4,1,1,1,Uneven_Weight,0.19599999999996953
8.61,27.87,128.57,156.45,1,1,1,Uneven_Weight,1.535000000000025
8.5,25.86,128.82,154.68,1,1,1,Uneven_Weight,1.1709999999999923
8.64,24.27,135.68,159.94,1,1,1,Uneven_Weight,0.8360000000000127
8.58,20.49,137.2,157.7,1,1,1,Uneven_Weight,-0.8769999999999811
8.45,17.04,138.27,155.31,1,1,1,Uneven_Weight,-0.7670000000000243
8.34,17.79,129.23,147.02,1,1,1,Uneven_Weight,-2.0120000000000005
7.94,22.13,126.85,148.98,1,1,1,Uneven_Weight,-1.4219999999999686
7.79,13.5,131.0,144.5,1,1,1,Descending,-1.0210000000000434
7.79,6.4,137.14,143.54,1,1,1,Ascending,0.6160000000000139
7.62,8.21,137.58,145.79,1,1,1,Ascending,1.1159999999999854
7.74,2.97,139.72,142.69,1,1,1,Ascending,1.7080000000000268
7.69,16.66,135.17,151.82,1,1,1,Uneven_Weight,0.3739999999999668
7.58,11.82,140.38,152.2,1,1,1,Standing,0.9130000000000109
7.4,9.22,137.6,146.82,1,1,0,Force_Imbalance,1.211999999999989
7.36,10.16,141.17,151.33,1,1,0,Force_Imbalance,-0.24600000000000932
7.29,4.67,144.93,149.6,1,1,0,Force_Imbalance,-0.554000000000002
7.0,2.53,143.53,141.0,1,1,0,Force_Imbalance,0.6550000000000296
7.03,1.04,144.04,143.0,1,1,0,Force_Imbalance,-0.20900000000000318
6.86,0.91,145.94,145.03,1,1,0,Force_Imbalance,0.8029999999999973
6.82,0.52,145.46,144.95,1,1,0,Force_Imbalance,1.7280000000000086
6.82,4.24,153.4,149.16,1,1,0,Force_Imbalance,1.6380000000000052
6.82,0.84,151.33,150.48,1,1,0,Force_Imbalance,1.2069999999999936
6.84,2.22,152.82,150.6,1,1,0,Force_Imbalance,1.570999999999998
6.76,0.51,151.26,151.78,1,1,0,Force_Imbalance,0.2839999999999918
6.71,2.71,151.7,154.42,1,1,0,Force_Imbalance,0.7560000000000002
6.82,3.68,150.86,154.54,1,1,0,Force_Imbalance,0.5589999999999975
7.11,4.03,152.67,156.7,1,1,0,Force_Imbalance,-0.2389999999999759
7.2,3.84,152.59,156.42,1,1,0,Force_Imbalance,-1.5
7.12,12.57,144.04,156.61,1,1,0,Force_Imbalance,-1.5670000000000073
7.38,20.21,135.45,155.67,1,1,0,Force_Imbalance,-1.5190000000000055
7.64,21.63,134.05,155.68,1,1,0,Force_Imbalance,-1.4639999999999702
7.99,26.3,133.94,160.24,1,1,0,Force_Imbalance,-0.5630000000000166
8.03,25.0,134.68,159.69,1,1,0,Force_Imbalance,0.15799999999998704
8.31,24.46,135.28,159.74,1,1,0,Force_Imbalance,0.6630000000000109
8.34,26.53,133.08,159.62,1,1,0,Force_Imbalance,0.6339999999999861
8.42,24.16,136.1,160.26,1,1,0,Force_Imbalance,0.02400000000000091
