lean,asymmetry,right_angle,left_angle,force_right,force_left,force_diff,label,angle_diff
6.45,7.08,155.04,162.12,1,1,1,Standing,
6.3,3.41,153.9,157.31,1,1,1,Standing,-2.974999999999966
6.17,0.19,147.78,147.59,1,1,1,Standing,-4.495000000000033
5.99,0.9,146.41,145.51,1,1,1,Standing,-1.6149999999999807
6.15,1.81,146.82,148.62,1,1,1,Standing,-1.4040000000000248
6.27,3.87,148.57,152.44,1,1,1,Standing,-0.22999999999996135
6.64,3.93,146.62,150.55,1,1,1,Standing,-0.717000000000013
6.86,1.91,145.58,147.49,1,1,1,Standing,-0.617999999999995
6.89,0.94,141.91,142.84,1,1,1,Descending,-1.2630000000000052
6.86,0.14,144.7,144.56,1,1,1,Descending,-0.4509999999999934
6.71,0.52,143.93,144.45,1,1,1,Ascending,0.14699999999999136
6.68,3.94,144.36,148.3,1,1,1,Standing,1.2129999999999939
6.73,5.46,144.54,150.0,1,1,1,Standing,0.856000000000023
6.75,5.14,145.87,151.01,1,1,1,Standing,0.7819999999999823
6.78,7.0,145.41,152.41,1,1,1,Standing,0.055999999999983174
6.74,5.04,145.58,150.62,1,1,1,Standing,-0.3129999999999882
6.74,3.76,144.73,148.49,1,1,1,Standing,-0.7090000000000032
6.82,1.91,144.75,146.66,1,1,1,Standing,0.6419999999999959
6.77,1.15,145.47,144.32,1,1,1,Ascending,0.4549999999999841
6.78,1.14,151.55,152.69,1,1,1,Standing,1.4490000000000407
6.94,3.23,148.76,151.99,1,1,1,Standing,0.6869999999999834
6.96,4.69,151.51,156.2,1,1,1,Standing,1.6469999999999914
6.66,6.1,146.09,152.19,1,1,1,Standing,-0.3049999999999784
6.08,6.54,149.86,156.4,1,1,1,Standing,1.6989999999999839
5.69,11.07,145.06,156.13,1,1,1,Standing,1.1559999999999775
5.11,9.86,153.94,163.8,1,1,1,Standing,2.2660000000000196
5.16,13.44,152.92,166.35,1,1,1,Standing,1.2249999999999943
5.11,12.75,154.1,166.84,1,1,1,Standing,2.448000000000036
5.47,13.74,152.39,166.12,1,1,1,Standing,-0.3930000000000291
5.45,16.24,154.72,170.95,1,1,1,Uneven_Weight,-1.342000000000013
5.38,9.93,151.94,161.87,1,1,1,Standing,-4.868999999999971
5.57,24.11,140.87,164.98,1,1,1,Uneven_Weight,-7.209000000000003
5.76,18.93,126.66,145.59,1,1,1,Uneven_Weight,-7.785000000000025
6.02,21.16,112.63,133.79,1,1,1,Uneven_Weight,-9.47599999999997
6.15,13.7,117.06,130.76,1,1,1,Descending,-13.454000000000022
6.33,13.41,102.82,116.23,1,1,1,Descending,-12.36399999999999
6.38,8.27,81.52,89.79,1,1,1,At_Bottom,-9.745000000000005
6.57,2.99,72.81,75.8,1,1,1,At_Bottom,-11.074999999999989
6.48,5.74,71.62,77.35,1,1,1,At_Bottom,-8.156000000000006
6.56,2.43,67.32,69.75,1,1,1,At_Bottom,-2.899000000000001
6.65,1.35,68.07,69.42,1,1,1,At_Bottom,-0.4370000000000118
6.77,2.88,69.72,72.6,1,1,1,At_Bottom,-0.6829999999999927
6.82,5.08,69.58,74.66,1,1,1,At_Bottom,0.5190000000000055
6.95,5.38,68.38,73.76,1,1,1,At_Bottom,0.35599999999999454
6.93,3.66,69.3,72.96,1,1,1,At_Bottom,0.28000000000001535
6.95,2.69,69.18,71.87,1,1,1,At_Bottom,-0.051000000000016144
7.1,3.52,70.8,74.32,1,1,1,At_Bottom,0.8630000000000138
6.96,4.76,69.49,74.24,1,1,1,At_Bottom,3.1440000000000055
6.93,6.19,72.29,78.48,1,1,1,At_Bottom,6.467999999999989
6.58,13.86,79.92,93.78,1,1,1,At_Bottom,10.271999999999991
6.47,27.16,89.28,116.45,1,1,1,Uneven_Weight,15.305999999999997
6.33,34.94,106.45,141.39,1,1,1,Uneven_Weight,15.701000000000008
6.05,15.19,140.8,155.99,1,1,1,Uneven_Weight,13.322000000000003
6.11,0.76,153.51,154.27,1,1,1,Standing,9.785999999999973
6.51,1.16,152.88,154.04,1,1,1,Standing,4.378000000000043
6.41,1.49,152.54,151.05,1,1,1,Standing,-1.0510000000000161
6.54,0.09,145.86,145.76,1,1,1,Standing,-1.4710000000000036
6.42,1.49,142.39,143.89,1,1,1,Descending,-0.24399999999999977
6.42,0.72,146.17,146.9,1,1,1,Standing,0.15300000000002
6.47,1.62,151.43,153.05,1,1,1,Standing,1.6019999999999754
6.49,4.6,150.26,154.86,1,1,1,Standing,1.9300000000000068
6.66,5.0,151.32,156.32,1,1,1,Standing,1.4809999999999945
6.83,5.14,150.22,155.36,1,1,1,Standing,-0.4049999999999727
6.81,4.52,151.68,156.2,1,1,1,Standing,-0.3240000000000123
6.82,9.39,145.52,154.91,1,1,1,Standing,-0.6910000000000025
6.74,7.5,147.19,154.69,1,1,1,Standing,-0.33099999999998886
6.68,6.47,147.13,153.6,1,1,1,Standing,-0.16300000000001091
6.71,2.85,149.71,152.56,1,1,1,Standing,1.5989999999999895
6.66,5.35,150.45,155.8,1,1,1,Standing,1.7700000000000102
6.57,3.42,156.5,159.92,1,1,1,Standing,1.6820000000000164
6.91,5.72,156.93,162.65,1,1,1,Standing,-0.9039999999999964
7.17,5.37,156.09,161.46,1,1,1,Standing,-0.21999999999999886
7.26,15.35,138.94,154.29,1,1,1,Uneven_Weight,-0.6110000000000184
7.17,20.87,141.59,162.46,1,1,1,Uneven_Weight,-0.6339999999999861
6.78,13.41,148.45,161.86,1,1,1,Standing,-1.0230000000000246
6.44,16.92,148.16,165.08,1,1,1,Uneven_Weight,-8.990000000000009
6.43,15.08,146.12,161.2,1,1,1,Uneven_Weight,-5.524999999999977
6.4,9.83,96.75,106.58,1,1,1,Descending,-7.717000000000013
6.29,9.55,119.62,129.18,1,1,1,Descending,-7.51700000000001
6.11,10.82,111.16,121.98,1,1,1,Descending,-6.685999999999993
6.14,1.53,118.27,119.8,1,1,1,Descending,-1.3660000000000139
6.2,13.16,113.65,126.81,1,1,1,Descending,-8.827999999999975
6.25,8.75,90.46,99.21,1,1,1,Descending,-8.576000000000022
6.44,2.58,78.97,81.55,1,1,1,At_Bottom,-10.537999999999982
6.97,1.74,72.82,74.56,1,1,1,At_Bottom,-10.951000000000008
6.89,1.93,67.31,65.38,1,1,1,At_Bottom,-5.918999999999997
7.22,2.6,66.78,64.17,1,1,1,At_Bottom,-2.608000000000004
7.43,3.11,66.8,63.68,1,1,1,At_Bottom,-0.0519999999999925
7.55,2.55,68.5,65.94,1,1,1,At_Bottom,0.5600000000000023
7.59,1.08,73.97,72.89,1,1,1,At_Bottom,0.6329999999999956
7.88,0.27,69.28,69.01,1,1,1,At_Bottom,1.0400000000000063
8.01,0.1,68.59,68.69,1,1,1,At_Bottom,0.4579999999999984
8.06,1.5,71.19,69.69,1,1,1,At_Bottom,3.7040000000000077
7.79,0.83,69.09,69.93,1,1,1,At_Bottom,8.60199999999999
7.53,6.18,88.86,95.04,1,1,1,Ascending,10.058999999999997
7.61,11.69,106.31,118.0,1,1,1,Ascending,12.794000000000011
7.64,22.52,107.68,130.19,1,1,1,Uneven_Weight,16.254999999999995
7.14,12.02,128.4,140.42,1,1,1,Ascending,12.948999999999998
6.95,1.18,150.2,151.37,1,1,1,Standing,9.206999999999994
7.01,3.61,158.5,154.89,1,1,1,Standing,5.742999999999995
6.72,1.53,158.96,157.42,1,1,1,Standing,2.298000000000002
6.68,0.76,148.03,147.27,1,1,1,Standing,0.4339999999999975
6.57,0.9,146.35,145.45,1,1,1,Standing,-0.6599999999999966
6.86,2.53,151.69,154.22,1,1,1,Standing,-2.3170000000000073
7.09,3.4,151.7,155.09,1,1,1,Standing,-0.44299999999998363
7.19,1.65,147.43,145.78,1,1,1,Standing,-0.014999999999986358
7.35,0.56,145.15,145.72,1,1,1,Standing,-1.2940000000000111
7.31,2.89,144.38,147.27,1,1,1,Standing,-0.5759999999999934
7.26,3.07,144.95,148.02,1,1,1,Standing,0.9099999999999682
7.11,0.12,150.46,150.57,1,1,1,Standing,1.0780000000000314
7.25,3.62,149.34,152.97,1,1,1,Standing,0.9060000000000059
7.43,3.01,149.32,152.33,1,1,1,Standing,0.9639999999999702
7.67,3.17,148.77,151.94,1,1,1,Standing,0.08299999999999841
7.69,3.79,149.41,153.2,1,1,1,Standing,0.10600000000002296
7.62,3.26,149.3,152.56,1,1,1,Standing,0.7529999999999859
7.7,2.61,150.38,152.99,1,1,1,Standing,1.5730000000000075
7.66,2.4,153.39,155.79,1,1,1,Standing,1.3489999999999895
7.71,0.65,157.89,158.55,1,1,1,Standing,2.2690000000000055
7.75,1.8,157.15,158.95,1,1,1,Standing,2.6229999999999905
7.83,6.69,165.62,158.93,1,1,1,Standing,1.9800000000000182
7.39,1.66,165.63,163.97,1,1,1,Standing,2.848000000000013
6.97,4.34,162.32,166.66,1,1,1,Standing,0.9119999999999777
6.93,3.02,173.97,170.95,1,1,1,Standing,-1.738999999999976
6.75,5.29,159.96,165.26,1,1,1,Standing,-1.8880000000000337
6.6,0.04,153.56,153.6,1,1,1,Standing,-1.7229999999999848
6.48,2.84,156.78,153.94,1,1,1,Standing,-3.6670000000000016
6.42,0.22,155.98,155.77,1,1,1,Standing,-5.015999999999991
6.38,5.4,151.43,156.82,1,1,1,Standing,-10.205000000000013
6.62,13.83,130.61,144.45,1,1,1,Descending,-15.469999999999999
6.69,8.63,98.24,106.87,1,1,1,Descending,-15.805999999999983
6.82,2.52,79.27,76.75,1,1,1,At_Bottom,-17.546000000000006
7.05,5.29,79.49,74.2,1,1,1,At_Bottom,-11.525999999999996
7.42,2.29,67.54,65.25,1,1,1,At_Bottom,-5.077000000000012
7.62,0.88,79.46,80.34,1,1,1,At_Bottom,-0.23099999999999454
7.79,0.68,77.51,76.83,1,1,1,At_Bottom,1.438999999999993
7.97,2.05,77.88,75.83,1,1,1,At_Bottom,3.285000000000011
8.16,0.81,84.45,83.63,1,1,1,At_Bottom,0.3889999999999816
8.21,3.46,84.55,81.09,1,1,1,At_Bottom,3.701999999999998
8.19,1.28,82.48,81.21,1,1,1,At_Bottom,7.833000000000013
8.47,0.65,95.35,96.01,1,1,1,Ascending,7.817999999999998
7.79,6.7,112.67,119.37,1,1,1,Ascending,11.61699999999999
7.52,4.04,121.11,125.15,1,1,1,Ascending,13.709000000000003
7.52,7.59,137.11,144.7,1,1,1,Ascending,12.456999999999994
7.31,4.58,148.1,152.68,1,1,1,Standing,7.639999999999986
7.04,1.13,157.4,158.53,1,1,1,Standing,6.024000000000029
6.84,0.86,154.65,153.79,1,1,1,Standing,2.6299999999999955
6.39,0.17,153.33,153.17,1,1,1,Standing,0.45400000000000773
6.34,0.06,154.09,154.02,1,1,1,Standing,-1.7220000000000084
6.44,5.02,150.15,155.17,1,1,1,Standing,-0.7249999999999943
6.64,4.49,147.11,151.6,1,1,1,Standing,-0.9420000000000073
6.9,4.62,148.29,152.9,1,1,1,Standing,-1.4039999999999964
7.0,3.54,146.77,150.31,1,1,1,Standing,-0.38699999999997203
7.0,2.0,146.03,148.04,1,1,1,Standing,-0.04600000000002069
7.13,2.41,149.52,151.93,1,1,1,Standing,-0.5130000000000052
7.23,1.83,148.21,150.04,1,1,1,Standing,0.17099999999999227
7.19,1.82,147.12,148.94,1,1,1,Standing,0.7729999999999961
7.12,2.27,148.26,150.53,1,1,1,Standing,-0.10499999999998977
7.1,2.08,149.86,151.94,1,1,1,Standing,0.7429999999999666
6.91,2.4,149.0,151.4,1,1,1,Standing,1.4830000000000325
6.72,0.9,152.39,153.29,1,1,1,Standing,1.8889999999999816
6.73,1.95,154.47,156.42,1,1,1,Standing,2.9610000000000127
6.93,3.22,157.23,160.45,1,1,1,Standing,2.804000000000002
7.08,1.06,165.18,166.23,1,1,1,Standing,1.3389999999999986
6.77,11.04,158.7,169.74,1,1,1,Standing,-0.2540000000000191
6.46,7.69,155.69,163.38,1,1,1,Standing,1.363000000000028
6.36,12.39,147.98,160.37,1,1,1,Standing,-0.4200000000000159
6.33,7.99,161.66,169.65,1,1,1,Standing,-1.4759999999999707
6.41,15.07,156.07,171.14,1,1,1,Uneven_Weight,-5.017000000000024
6.64,11.98,150.85,162.83,1,1,1,Standing,-8.947000000000003
6.53,19.22,124.84,144.06,1,1,1,Uneven_Weight,-15.581999999999994
6.59,8.58,105.15,113.73,1,1,1,Descending,-17.998999999999995
6.69,4.73,85.38,90.11,1,1,1,At_Bottom,-18.290000000000006
6.71,1.32,74.27,72.95,1,1,1,At_Bottom,-13.346000000000004
7.0,0.44,65.17,65.61,1,1,1,At_Bottom,-7.920999999999992
7.17,1.82,66.81,68.63,1,1,1,At_Bottom,-4.563000000000002
7.29,2.5,68.59,71.08,1,1,1,At_Bottom,-1.1779999999999973
7.1,1.38,64.24,65.62,1,1,1,At_Bottom,0.98599999999999
7.22,1.54,66.95,68.49,1,1,1,At_Bottom,-0.1769999999999925
7.35,3.24,68.7,71.94,1,1,1,At_Bottom,-0.30699999999998795
7.33,2.89,65.39,68.28,1,1,1,At_Bottom,0.3229999999999791
7.32,3.22,66.69,69.91,1,1,1,At_Bottom,0.4460000000000264
7.58,0.39,66.74,66.35,1,1,1,At_Bottom,-0.24500000000001876
7.87,0.62,69.64,70.26,1,1,1,At_Bottom,0.652000000000001
7.82,1.34,68.42,69.77,1,1,1,At_Bottom,6.635999999999996
7.56,3.24,68.48,71.71,1,1,1,At_Bottom,13.665000000000006
7.27,9.66,96.65,106.31,1,1,1,Ascending,11.948999999999998
7.35,13.58,128.08,141.66,1,1,1,Ascending,17.316999999999993
7.15,18.11,120.64,138.75,1,1,1,Uneven_Weight,18.019999999999996
7.25,0.62,155.37,155.99,1,1,1,Standing,11.185000000000002
6.96,2.4,161.4,158.99,1,1,1,Standing,3.070999999999998
6.78,0.29,157.55,157.26,1,1,1,Standing,4.366000000000014
6.71,0.11,150.17,150.28,1,1,1,Standing,-0.9920000000000186
6.77,0.19,151.43,151.62,1,1,1,Standing,-2.5039999999999907
6.95,2.02,149.71,151.73,1,1,1,Standing,-1.7679999999999723
7.1,1.65,146.85,148.5,1,1,1,Standing,-1.066000000000031
7.2,2.37,147.38,149.75,1,1,1,Standing,-1.3870000000000005
7.16,2.65,143.57,146.22,1,1,1,Descending,-0.7679999999999723
7.23,2.28,143.45,145.73,1,1,1,Descending,-0.5430000000000064
7.22,3.76,145.0,148.76,1,1,1,Standing,-0.6230000000000473
7.19,1.45,144.23,145.69,1,1,1,Too_Shallow,-0.05699999999995953
7.15,0.01,145.46,145.44,1,1,1,Standing,1.0219999999999914
7.16,2.0,143.61,145.61,1,1,1,Ascending,0.9120000000000346
7.12,1.33,149.03,150.37,1,1,1,Standing,2.062999999999988
6.98,1.02,150.93,151.95,1,1,1,Standing,3.5270000000000152
6.79,0.83,154.86,155.69,1,1,1,Standing,2.1479999999999393
7.16,0.87,163.52,162.65,1,1,1,Standing,-0.07899999999995089
7.38,9.66,150.52,160.18,1,1,1,Standing,-0.6050000000000182
7.21,10.31,144.15,154.46,1,1,1,Standing,-1.4170000000000016
6.73,10.03,143.4,153.43,1,1,1,Standing,-8.222999999999985
6.16,7.66,144.36,152.02,1,1,1,Standing,-4.798999999999978
5.99,2.5,120.72,123.22,1,1,1,Descending,-3.6240000000000236
6.0,20.09,121.31,141.4,1,1,1,Uneven_Weight,-5.673999999999978
6.03,17.69,122.34,140.03,1,1,1,Uneven_Weight,-9.762000000000029
6.25,22.5,108.79,131.3,1,1,1,Uneven_Weight,-8.744
6.24,14.87,91.95,106.81,1,1,1,Descending,-11.914000000000016
6.32,2.72,76.89,79.61,1,1,1,At_Bottom,-10.601999999999975
6.49,0.79,71.39,72.18,1,1,1,At_Bottom,-7.586000000000013
6.59,1.51,77.42,78.93,1,1,1,At_Bottom,-5.47699999999999
6.57,2.35,80.94,83.29,1,1,1,At_Bottom,-1.706000000000003
6.63,0.33,71.83,72.16,1,1,1,At_Bottom,-0.710000000000008
6.79,1.16,69.14,70.3,1,1,1,At_Bottom,-2.8950000000000102
6.8,0.63,67.92,68.55,1,1,1,At_Bottom,-2.4189999999999827
6.87,0.38,63.89,63.51,1,1,1,At_Bottom,-0.09600000000000364
6.97,0.88,69.58,70.46,1,1,1,At_Bottom,2.4540000000000077
7.29,0.63,71.2,71.83,1,1,1,At_Bottom,3.1299999999999955
7.13,2.49,80.74,83.24,1,1,1,At_Bottom,5.009999999999991
6.97,4.45,81.66,86.11,1,1,1,At_Bottom,2.8349999999999937
6.62,10.08,83.71,93.79,1,1,1,At_Bottom,1.9879999999999995
6.89,9.2,79.6,88.79,1,1,1,At_Bottom,0.7590000000000003
6.92,9.69,76.61,86.3,1,1,1,At_Bottom,0.8900000000000006
6.81,15.91,77.83,93.74,1,1,1,Uneven_Weight,-1.3759999999999906
7.0,23.25,76.71,99.96,1,1,1,Uneven_Weight,-0.24800000000000466
7.13,17.16,73.29,90.45,1,1,1,Uneven_Weight,3.637999999999991
7.09,16.41,74.75,91.16,1,1,1,Uneven_Weight,4.783000000000001
7.01,18.04,90.63,108.66,1,1,1,Uneven_Weight,11.897999999999982
6.87,28.98,95.21,124.19,1,1,1,Uneven_Weight,13.366000000000014
6.72,3.71,145.97,149.68,1,1,1,Standing,13.969999999999999
6.69,2.52,147.44,149.96,1,1,1,Standing,10.611999999999995
6.71,2.81,151.4,154.21,1,1,1,Standing,8.873999999999995
6.53,2.45,151.48,153.93,1,1,1,Standing,1.420000000000016
6.7,0.57,153.79,154.35,1,1,1,Standing,1.8889999999999816
7.27,3.55,156.7,153.15,1,1,1,Standing,0.5470000000000255
7.14,2.79,156.75,159.54,1,1,1,Standing,0.4390000000000214
7.22,12.36,149.36,161.72,1,1,1,Standing,1.872999999999962
6.8,15.84,146.98,162.82,1,1,1,Uneven_Weight,-0.5799999999999557
6.34,4.15,161.36,165.51,1,1,1,Standing,-8.166000000000025
6.19,15.88,144.09,159.96,1,1,1,Uneven_Weight,-9.186000000000007
6.27,19.44,107.59,127.04,1,1,1,Uneven_Weight,-13.979
6.34,12.88,103.17,116.05,1,1,1,Descending,-17.203999999999994
6.47,10.41,79.8,90.21,1,1,1,At_Bottom,-15.647000000000006
6.54,9.25,72.79,82.04,1,1,1,At_Bottom,-9.683999999999997
6.6,9.58,69.0,78.58,1,1,1,At_Bottom,-7.846999999999994
6.67,7.4,65.19,72.6,1,1,1,At_Bottom,-2.359000000000009
6.74,8.05,66.35,74.4,1,1,1,At_Bottom,-1.8870000000000005
6.79,9.44,68.49,77.93,1,1,1,At_Bottom,-0.6129999999999853
6.88,4.72,65.62,70.34,1,1,1,At_Bottom,1.0209999999999866
6.97,4.6,68.43,73.02,1,1,1,At_Bottom,0.1110000000000042
6.77,6.0,71.0,77.0,1,1,1,At_Bottom,-0.507000000000005
6.72,3.38,69.24,72.62,1,1,1,At_Bottom,0.2289999999999992
6.62,3.71,68.82,72.53,1,1,1,At_Bottom,0.21800000000000352
6.59,3.05,67.6,70.65,1,1,1,At_Bottom,0.33799999999999386
6.58,3.89,69.87,73.76,1,1,1,At_Bottom,2.320999999999998
6.55,2.36,74.51,76.87,1,1,1,At_Bottom,2.545000000000016
6.31,10.47,77.3,87.77,1,1,1,At_Bottom,4.677000000000007
6.48,14.03,76.38,90.42,1,1,1,At_Bottom,13.279999999999987
6.54,10.16,87.43,97.59,1,1,1,Ascending,15.929000000000002
6.61,20.13,128.15,148.28,1,1,1,Uneven_Weight,13.389999999999986
6.56,5.11,152.78,157.89,1,1,1,Standing,14.476000000000028
6.5,6.51,146.23,152.74,1,1,1,Standing,12.504999999999995
6.33,1.46,155.05,156.51,1,1,1,Standing,3.099999999999966
6.41,0.69,154.69,155.38,1,1,1,Standing,-0.5150000000000148
6.01,3.47,151.98,155.45,1,1,1,Standing,0.5000000000000568
6.16,3.28,151.12,154.4,1,1,1,Standing,-1.2280000000000086
6.34,4.04,149.97,154.0,1,1,1,Standing,-1.2440000000000282
6.53,5.6,146.84,152.44,1,1,1,Standing,-0.8699999999999761
6.64,3.01,147.31,150.32,1,1,1,Standing,-0.7229999999999848
6.71,1.33,148.7,150.03,1,1,1,Standing,-1.3130000000000166
6.87,1.91,148.19,150.1,1,1,1,Standing,-0.7169999999999845
6.83,1.9,144.47,146.37,1,1,1,Standing,-0.5360000000000298
6.82,1.11,145.5,146.61,1,1,1,Standing,-0.617999999999995
6.86,2.13,145.07,147.2,1,1,1,Standing,-0.5149999999999864
6.82,1.55,145.5,147.05,1,1,1,Standing,0.20699999999999363
6.88,0.28,146.71,146.43,1,1,1,Standing,1.6119999999999948
6.82,1.85,145.53,147.38,1,1,1,Standing,2.3559999999999945
6.74,1.01,153.61,154.62,1,1,1,Standing,2.7580000000000098
6.77,2.81,156.51,159.32,1,1,1,Standing,3.3220000000000027
7.11,4.63,157.75,162.38,1,1,1,Standing,3.3870000000000005
7.13,1.62,162.37,163.99,1,1,1,Standing,1.5979999999999848
7.2,9.74,158.52,168.26,1,1,1,Standing,0.7340000000000089
7.14,8.17,158.02,166.19,1,1,1,Standing,-1.3470000000000084
6.87,8.23,157.47,165.7,1,1,1,Standing,-7.246000000000009
6.63,21.3,142.68,163.98,1,1,1,Uneven_Weight,-12.714999999999975
6.52,31.74,111.08,142.82,1,1,1,Uneven_Weight,-16.78200000000001
6.43,15.86,91.89,107.74,1,1,1,Uneven_Weight,-16.214
6.41,9.44,73.47,82.92,1,1,1,At_Bottom,-17.653000000000006
6.68,13.71,73.66,87.37,1,1,1,At_Bottom,-12.813999999999993
6.79,4.03,63.05,67.08,1,1,1,At_Bottom,-7.3430000000000035
6.96,4.73,60.51,65.25,1,1,1,At_Bottom,-2.570999999999998
7.06,2.64,61.78,64.42,1,1,1,At_Bottom,-3.6189999999999927
7.1,6.02,62.33,68.35,1,1,1,At_Bottom,-0.29699999999998994
7.12,1.69,61.57,63.27,1,1,1,At_Bottom,0.1939999999999884
7.26,0.78,63.19,63.97,1,1,1,At_Bottom,0.4350000000000023
7.22,1.12,63.29,64.41,1,1,1,At_Bottom,0.10899999999999466
7.16,3.63,63.46,67.09,1,1,1,At_Bottom,0.695999999999998
7.24,2.93,64.42,67.35,1,1,1,At_Bottom,0.6940000000000168
7.25,3.78,64.01,67.79,1,1,1,At_Bottom,1.3219999999999885
7.22,4.08,65.01,69.09,1,1,1,At_Bottom,2.6950000000000074
6.85,7.8,66.56,74.36,1,1,1,At_Bottom,5.802000000000007
6.89,14.61,71.45,86.05,1,1,1,At_Bottom,10.917000000000002
7.19,23.5,83.15,106.64,1,1,1,Uneven_Weight,14.733999999999995
7.37,17.51,111.73,129.24,1,1,1,Uneven_Weight,17.62100000000001
7.16,13.28,134.08,147.36,1,1,1,Ascending,16.011999999999972
6.73,4.45,156.34,160.79,1,1,1,Standing,11.140000000000015
6.56,2.61,157.51,160.11,1,1,1,Standing,7.012000000000029
6.52,2.45,149.37,151.82,1,1,1,Standing,2.234999999999985
6.51,1.29,154.9,156.19,1,1,1,Standing,-1.160000000000025
6.31,1.13,152.46,151.33,1,1,1,Standing,-1.3529999999999802
6.2,1.45,152.04,153.49,1,1,1,Standing,-0.09700000000000841
6.22,5.74,149.17,154.92,1,1,1,Standing,-0.9229999999999734
6.35,4.2,148.01,152.21,1,1,1,Standing,-0.29400000000003956
6.53,3.06,149.4,152.46,1,1,1,Standing,-0.2370000000000232
6.71,2.44,149.2,151.65,1,1,1,Standing,-0.18299999999999272
6.74,2.69,150.24,152.92,1,1,1,Standing,0.4420000000000073
6.78,2.48,149.89,152.37,1,1,1,Standing,0.07999999999998408
6.78,2.91,150.87,153.77,1,1,1,Standing,0.6030000000000086
6.8,3.28,149.69,152.97,1,1,1,Standing,0.25
6.87,0.9,152.99,153.89,1,1,1,Standing,-0.2079999999999984
6.83,3.16,151.25,154.41,1,1,1,Standing,-0.4029999999999916
6.84,3.62,148.28,151.9,1,1,1,Standing,0.026999999999986812
6.87,4.19,148.21,152.4,1,1,1,Standing,-0.1799999999999784
6.91,3.13,149.9,153.03,1,1,1,Standing,0.5510000000000161
6.92,4.49,150.29,154.79,1,1,1,Standing,1.9470000000000027
6.97,3.47,153.85,157.32,1,1,1,Standing,2.6089999999999804
7.01,1.23,159.21,160.44,1,1,1,Standing,2.2889999999999873
7.25,2.28,164.49,162.21,1,1,1,Standing,1.8220000000000027
7.24,3.16,161.33,164.49,1,1,1,Standing,1.3750000000000284
7.3,8.44,157.43,165.87,1,1,1,Standing,-0.16200000000000614
6.84,10.66,157.13,167.79,1,1,1,Standing,-3.880000000000024
6.44,8.37,154.83,163.2,1,1,1,Standing,-12.091999999999985
6.38,19.13,134.39,153.51,1,1,1,Uneven_Weight,-16.198000000000008
6.4,9.26,97.82,107.08,1,1,1,Descending,-17.979
6.34,10.0,75.66,85.66,1,1,1,At_Bottom,-16.914
6.52,5.19,69.97,75.16,1,1,1,At_Bottom,-15.911999999999992
6.52,6.36,71.26,77.63,1,1,1,At_Bottom,-7.929000000000002
6.56,0.86,63.96,64.82,1,1,1,At_Bottom,-3.8739999999999952
7.02,1.51,63.56,62.05,1,1,1,At_Bottom,-1.7250000000000085
7.12,2.24,62.41,60.17,1,1,1,At_Bottom,-1.743000000000002
7.25,0.78,64.33,63.55,1,1,1,At_Bottom,0.2950000000000088
7.29,0.85,66.15,65.31,1,1,1,At_Bottom,0.9390000000000072
7.35,0.38,66.05,65.68,1,1,1,At_Bottom,1.5829999999999984
7.27,2.24,68.62,66.38,1,1,1,At_Bottom,0.9289999999999878
7.36,0.97,69.69,68.72,1,1,1,At_Bottom,0.8210000000000122
7.32,0.64,68.26,68.91,1,1,1,At_Bottom,0.9709999999999894
7.26,0.79,70.23,69.44,1,1,1,At_Bottom,1.9780000000000086
7.06,1.74,69.85,71.59,1,1,1,At_Bottom,3.417999999999992
6.89,6.2,74.29,80.49,1,1,1,At_Bottom,5.766000000000005
6.77,15.09,78.75,93.84,1,1,1,Uneven_Weight,10.847999999999999
6.96,18.73,88.05,106.78,1,1,1,Uneven_Weight,14.23299999999999
6.66,12.93,117.61,130.54,1,1,1,Ascending,15.565000000000012
6.55,0.15,141.81,141.96,1,1,1,Ascending,13.893999999999977
6.4,0.23,155.1,155.33,1,1,1,Standing,10.854000000000013
6.14,0.39,155.57,155.96,1,1,1,Standing,6.160000000000025
5.97,1.5,152.44,150.93,1,1,1,Standing,2.356999999999971
6.05,0.11,154.82,154.93,1,1,1,Standing,-1.0649999999999977
6.11,2.84,152.25,155.09,1,1,1,Standing,-1.3339999999999748
6.25,3.03,148.38,151.4,1,1,1,Standing,-0.35000000000002274
6.49,2.23,147.98,150.21,1,1,1,Standing,-1.0840000000000032
6.78,2.99,148.44,151.43,1,1,1,Standing,-0.8379999999999939
6.88,4.98,146.97,151.94,1,1,1,Standing,0.3140000000000214
7.04,2.86,148.05,150.91,1,1,1,Standing,0.34099999999997976
7.1,3.99,149.46,153.46,1,1,1,Standing,-0.040000000000020464
7.1,4.32,148.64,152.96,1,1,1,Standing,0.28000000000002956
7.12,3.84,147.81,151.66,1,1,1,Standing,0.17900000000000205
7.09,5.34,148.19,153.52,1,1,1,Standing,-0.09700000000000841
7.04,2.53,149.11,151.64,1,1,1,Standing,0.24100000000001387
7.01,2.12,149.92,152.03,1,1,1,Standing,1.0069999999999766
6.88,5.89,149.06,154.95,1,1,1,Standing,0.24200000000001864
7.0,6.36,151.59,157.95,1,1,1,Standing,0.9619999999999891
7.4,5.4,149.36,154.77,1,1,1,Standing,2.633999999999986
7.51,5.75,152.31,158.06,1,1,1,Standing,0.6009999999999991
7.35,11.71,158.29,170.0,1,1,1,Standing,-1.1059999999999945
7.31,15.5,147.26,162.76,1,1,1,Uneven_Weight,-1.9370000000000118
7.04,9.76,144.36,154.12,1,1,1,Standing,-9.280000000000001
